DETAILED RESULTS FOR QWEN2.5
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 509
  Incorrect answers: 1491
  Accuracy: 25.45%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  165        B               A              
  167        C               A              
  169        C               B              
  170        D               B              
  171        B               D              
  172        C               A              
  173        D               B              
  174        D               B              
  175        C               D              
  176        C               A              
  177        B               A              
  178        B               A              
  179        D               A              
  180        C               A              
  181        D               C              
  182        A               D              
  185        C               D              
  187        B               D              
  188        D               B              
  190        B               A              
  191        B               A              
  192        C               A              
  193        C               B              
  194        C               A              
  196        A               C              
  198        C               A              
  200        A               B              
  201        D               A              
  202        D               B              
  203        B               A              
  204        A               D              
  205        C               A              
  206        C               A              
  208        C               A              
  210        C               A              
  211        D               A              
  212        C               A              
  213        D               A              
  214        C               D              
  215        A               D              
  216        D               A              
  217        C               D              
  219        D               C              
  221        C               D              
  222        B               A              
  224        C               A              
  225        B               A              
  227        C               B              
  228        C               A              
  230        B               A              
  234        B               A              
  236        C               B              
  238        A               B              
  239        D               A              
  240        A               D              
  249        C               D              
  250        C               A              
  251        D               A              
  252        C               A              
  254        B               A              
  255        D               A              
  256        A               D              
  257        C               A              
  258        D               B              
  259        C               B              
  260        C               A              
  261        C               A              
  262        A               D              
  263        D               A              
  265        D               A              
  266        B               A              
  269        A               B              
  270        C               A              
  271        C               D              
  272        B               D              
  273        B               A              
  274        B               A              
  275        A               B              
  276        A               B              
  277        D               C              
  278        B               A              
  279        A               D              
  280        C               A              
  283        A               D              
  284        B               C              
  285        D               A              
  286        D               A              
  287        D               A              
  289        C               A              
  290        C               A              
  291        C               A              
  292        D               B              
  293        D               A              
  295        D               C              
  297        D               A              
  298        D               A              
  299        A               B              
  301        A               C              
  302        D               A              
  303        C               A              
  305        C               A              
  306        A               B              
  307        D               A              
  308        C               A              
  309        C               A              
  310        B               A              
  311        C               B              
  314        D               B              
  315        B               A              
  316        D               B              
  317        D               A              
  318        B               A              
  319        B               A              
  320        B               A              
  321        D               A              
  323        C               A              
  324        B               D              
  325        C               A              
  326        A               D              
  327        C               B              
  328        D               C              
  329        C               B              
  330        A               B              
  331        C               A              
  333        B               C              
  334        D               A              
  335        C               A              
  337        D               A              
  338        D               A              
  339        D               A              
  340        B               A              
  341        B               D              
  343        D               A              
  345        B               C              
  346        A               D              
  347        A               C              
  348        A               B              
  349        D               A              
  351        B               A              
  352        C               D              
  353        B               A              
  354        B               A              
  355        B               D              
  358        C               A              
  359        B               A              
  360        B               A              
  361        B               A              
  362        B               A              
  363        B               A              
  364        B               A              
  365        B               A              
  367        D               A              
  368        C               A              
  370        C               A              
  371        A               B              
  372        D               B              
  373        C               B              
  376        B               A              
  377        C               B              
  378        D               A              
  381        B               A              
  382        B               A              
  383        D               A              
  384        D               A              
  385        D               B              
  386        D               B              
  388        B               A              
  389        B               A              
  390        A               B              
  391        B               A              
  392        D               A              
  393        A               B              
  394        C               A              
  396        D               A              
  398        D               A              
  399        D               A              
  401        B               A              
  403        A               B              
  404        A               C              
  405        A               D              
  406        A               D              
  409        B               A              
  410        A               D              
  412        B               A              
  413        B               A              
  414        C               A              
  416        D               A              
  418        B               A              
  420        C               B              
  423        D               B              
  424        D               B              
  425        C               B              
  426        C               A              
  427        B               A              
  428        D               B              
  429        B               A              
  430        D               B              
  431        C               A              
  432        C               D              
  433        D               A              
  434        A               C              
  435        A               B              
  436        C               A              
  437        C               A              
  438        B               A              
  439        B               C              
  440        A               D              
  441        C               A              
  443        C               A              
  445        D               A              
  446        D               A              
  447        A               C              
  448        A               B              
  450        D               A              
  452        C               D              
  454        B               A              
  455        D               A              
  456        C               A              
  459        B               A              
  460        D               C              
  461        C               A              
  462        C               A              
  463        C               A              
  466        A               D              
  468        A               D              
  470        C               A              
  471        B               A              
  472        B               A              
  473        A               B              
  474        B               A              
  475        B               A              
  476        B               A              
  478        C               A              
  479        D               A              
  480        C               A              
  481        C               A              
  482        A               B              
  483        C               A              
  485        D               C              
  486        B               A              
  487        D               A              
  488        A               B              
  490        D               A              
  491        B               A              
  492        C               A              
  493        C               A              
  494        C               A              
  495        D               A              
  496        C               A              
  497        D               A              
  498        B               A              
  500        B               D              
  501        C               A              
  502        A               B              
  503        C               A              
  504        D               A              
  505        A               B              
  506        D               A              
  507        C               A              
  508        D               C              
  509        C               B              
  510        C               A              
  512        C               B              
  513        C               A              
  514        B               A              
  515        D               A              
  517        C               B              
  519        B               A              
  520        C               A              
  523        D               A              
  526        B               A              
  527        B               A              
  528        C               A              
  530        C               D              
  531        D               A              
  532        C               A              
  533        C               B              
  534        C               A              
  539        D               B              
  541        B               A              
  542        D               A              
  543        B               A              
  544        C               B              
  545        D               A              
  546        B               A              
  548        D               A              
  549        C               A              
  550        A               B              
  551        B               A              
  553        D               A              
  554        B               A              
  555        C               A              
  556        B               D              
  557        B               A              
  558        C               B              
  559        D               A              
  560        D               A              
  561        A               B              
  562        C               A              
  563        D               A              
  564        D               A              
  565        C               A              
  566        D               A              
  567        C               D              
  568        C               B              
  569        C               A              
  570        B               A              
  573        C               A              
  575        B               A              
  576        D               A              
  577        B               A              
  578        D               A              
  583        D               C              
  584        B               A              
  585        C               A              
  587        D               B              
  588        B               D              
  589        D               A              
  590        D               A              
  593        B               A              
  595        A               D              
  596        B               A              
  597        B               A              
  598        D               A              
  599        C               A              
  600        D               C              
  601        C               B              
  602        A               B              
  603        D               A              
  604        D               A              
  606        C               A              
  607        A               B              
  608        C               A              
  610        B               A              
  613        D               B              
  614        D               B              
  615        D               A              
  616        A               D              
  617        C               A              
  618        A               B              
  619        C               A              
  620        D               A              
  622        B               A              
  623        C               A              
  624        A               C              
  626        D               A              
  628        D               B              
  633        C               B              
  635        B               A              
  638        A               C              
  640        C               A              
  641        D               C              
  644        B               A              
  645        A               B              
  647        C               D              
  648        D               A              
  649        B               A              
  650        B               A              
  652        B               A              
  654        B               A              
  656        D               B              
  658        A               D              
  659        D               A              
  660        D               A              
  661        D               A              
  662        C               A              
  663        C               B              
  665        C               A              
  666        D               B              
  667        C               A              
  668        D               C              
  669        D               A              
  670        B               A              
  672        B               C              
  673        D               A              
  677        D               A              
  678        A               D              
  681        D               A              
  683        B               A              
  684        D               A              
  685        C               A              
  686        C               A              
  687        D               B              
  688        D               A              
  689        D               A              
  690        D               A              
  691        A               B              
  692        B               A              
  693        D               A              
  694        D               A              
  695        A               D              
  696        C               A              
  697        C               A              
  698        C               A              
  699        D               A              
  700        A               D              
  701        B               A              
  702        A               B              
  703        D               A              
  704        B               C              
  706        D               B              
  707        C               A              
  708        C               A              
  709        C               A              
  710        A               B              
  711        B               D              
  712        B               A              
  713        C               B              
  715        C               B              
  716        B               A              
  718        B               A              
  719        C               D              
  721        B               D              
  722        B               D              
  723        B               D              
  725        C               A              
  726        C               A              
  727        B               A              
  729        D               A              
  730        D               A              
  731        C               D              
  732        C               A              
  733        B               A              
  734        D               C              
  735        B               A              
  736        B               A              
  737        D               A              
  739        B               A              
  741        C               B              
  742        A               C              
  743        C               A              
  745        C               A              
  747        D               A              
  748        B               A              
  749        D               A              
  751        B               A              
  752        A               B              
  754        C               A              
  756        A               B              
  758        D               A              
  759        D               A              
  760        D               A              
  761        A               D              
  762        A               B              
  763        D               C              
  764        C               D              
  765        A               C              
  766        C               A              
  767        B               C              
  770        B               A              
  771        A               B              
  772        B               A              
  773        B               A              
  774        D               A              
  775        B               D              
  776        D               A              
  777        A               B              
  778        C               A              
  779        C               A              
  780        B               A              
  782        D               C              
  783        A               D              
  784        B               A              
  786        C               D              
  787        A               D              
  788        B               A              
  789        C               A              
  791        C               B              
  792        C               B              
  793        B               D              
  795        B               A              
  796        C               A              
  797        B               D              
  798        D               C              
  799        B               A              
  800        A               B              
  801        D               A              
  802        C               A              
  803        A               B              
  804        C               A              
  805        D               B              
  806        C               D              
  807        D               A              
  809        A               B              
  810        A               B              
  811        C               B              
  813        C               A              
  814        A               B              
  816        C               A              
  817        D               B              
  818        B               A              
  820        B               C              
  821        C               A              
  822        B               C              
  824        B               D              
  827        B               D              
  828        B               A              
  829        D               C              
  830        A               D              
  831        B               A              
  834        C               A              
  835        D               C              
  837        D               A              
  838        C               B              
  839        C               B              
  840        D               B              
  841        C               A              
  842        B               C              
  844        C               D              
  845        D               A              
  848        D               B              
  849        C               A              
  850        C               A              
  852        A               B              
  853        C               B              
  855        D               A              
  856        D               A              
  858        A               B              
  861        D               B              
  862        B               A              
  864        D               A              
  866        D               A              
  867        C               A              
  868        C               A              
  869        C               A              
  871        A               B              
  872        C               A              
  873        B               A              
  875        C               B              
  876        C               D              
  877        D               A              
  879        C               B              
  880        D               A              
  882        A               D              
  883        C               A              
  884        A               D              
  885        C               A              
  887        A               B              
  888        C               A              
  889        C               A              
  892        A               D              
  894        B               A              
  895        D               A              
  897        B               C              
  898        C               A              
  899        D               A              
  900        A               D              
  902        C               A              
  903        D               A              
  904        B               D              
  905        A               D              
  906        B               D              
  907        D               A              
  908        C               B              
  909        C               A              
  911        C               A              
  912        C               A              
  913        B               A              
  915        C               A              
  916        C               B              
  919        D               A              
  921        C               B              
  922        D               A              
  925        D               A              
  926        C               A              
  927        B               A              
  928        C               D              
  929        B               A              
  932        C               A              
  936        B               A              
  937        D               A              
  940        C               A              
  942        B               A              
  943        B               A              
  944        D               A              
  945        B               A              
  946        D               B              
  947        D               B              
  949        B               A              
  950        B               A              
  951        C               A              
  952        B               A              
  953        C               B              
  954        D               A              
  956        B               A              
  958        A               B              
  960        A               B              
  961        C               A              
  963        D               A              
  964        C               B              
  965        C               B              
  966        C               D              
  967        C               B              
  972        B               C              
  973        C               D              
  974        C               A              
  975        C               A              
  978        C               D              
  979        C               D              
  981        C               D              
  982        D               B              
  984        A               B              
  985        C               A              
  986        D               C              
  988        C               A              
  989        C               A              
  990        B               A              
  991        B               A              
  992        B               A              
  993        B               A              
  994        C               D              
  996        C               A              
  997        B               A              
  998        B               A              
  1001       D               B              
  1002       C               A              
  1003       C               A              
  1004       C               A              
  1007       B               A              
  1008       D               A              
  1009       C               B              
  1010       C               A              
  1013       C               A              
  1014       D               A              
  1015       D               A              
  1019       D               C              
  1020       B               A              
  1021       B               A              
  1022       A               C              
  1023       D               B              
  1024       A               C              
  1025       D               B              
  1026       D               A              
  1028       B               C              
  1029       C               D              
  1030       A               D              
  1031       C               A              
  1034       C               A              
  1035       C               A              
  1036       D               A              
  1037       B               D              
  1038       A               B              
  1039       C               D              
  1040       B               A              
  1042       D               B              
  1043       D               C              
  1045       B               D              
  1047       C               A              
  1049       D               A              
  1050       D               C              
  1051       D               B              
  1052       C               B              
  1053       B               A              
  1055       B               A              
  1057       D               A              
  1058       B               A              
  1059       B               A              
  1060       D               A              
  1061       D               A              
  1062       B               D              
  1063       B               A              
  1066       D               A              
  1068       D               A              
  1069       D               A              
  1072       A               B              
  1073       C               B              
  1074       D               A              
  1075       A               B              
  1076       B               A              
  1079       A               B              
  1080       B               A              
  1081       C               A              
  1082       A               B              
  1083       C               A              
  1084       A               C              
  1085       C               D              
  1086       C               D              
  1087       C               A              
  1088       B               A              
  1089       C               A              
  1090       D               A              
  1092       C               B              
  1093       D               A              
  1094       B               A              
  1095       C               A              
  1097       C               A              
  1098       C               A              
  1099       C               A              
  1100       C               A              
  1101       D               A              
  1104       A               B              
  1105       D               C              
  1106       C               B              
  1107       D               A              
  1108       B               A              
  1109       C               A              
  1110       C               A              
  1111       D               A              
  1112       C               A              
  1113       B               A              
  1114       C               A              
  1116       B               A              
  1117       B               A              
  1118       C               A              
  1119       A               C              
  1120       A               B              
  1123       C               A              
  1125       C               B              
  1126       B               A              
  1133       C               A              
  1135       B               A              
  1136       D               A              
  1137       C               A              
  1139       C               B              
  1140       B               A              
  1141       A               D              
  1145       A               B              
  1147       C               A              
  1148       B               A              
  1149       A               B              
  1151       A               C              
  1152       D               B              
  1153       B               A              
  1154       B               A              
  1155       B               D              
  1156       D               A              
  1157       D               B              
  1159       D               A              
  1160       B               D              
  1162       D               A              
  1163       D               A              
  1164       D               A              
  1165       B               A              
  1166       B               A              
  1170       A               D              
  1172       D               A              
  1173       C               B              
  1176       D               A              
  1177       A               C              
  1179       D               A              
  1180       B               A              
  1181       B               A              
  1182       C               A              
  1183       C               B              
  1184       C               A              
  1185       B               C              
  1186       D               A              
  1187       A               C              
  1188       C               B              
  1189       C               B              
  1190       B               A              
  1191       B               A              
  1192       B               A              
  1193       B               A              
  1194       D               A              
  1195       D               A              
  1196       A               D              
  1199       C               A              
  1200       D               A              
  1201       A               B              
  1202       C               A              
  1203       D               C              
  1205       A               B              
  1206       B               A              
  1207       A               C              
  1208       B               C              
  1209       D               A              
  1210       C               A              
  1211       B               A              
  1212       C               A              
  1214       A               B              
  1215       B               D              
  1216       D               B              
  1217       C               B              
  1218       B               A              
  1219       B               A              
  1220       B               A              
  1222       D               A              
  1223       A               B              
  1224       A               D              
  1226       D               A              
  1228       D               B              
  1229       C               A              
  1230       B               D              
  1231       D               A              
  1232       A               D              
  1233       D               A              
  1235       B               D              
  1236       D               A              
  1239       D               A              
  1240       C               A              
  1241       D               A              
  1243       C               A              
  1244       D               B              
  1246       B               A              
  1248       B               A              
  1249       C               A              
  1251       D               A              
  1252       D               A              
  1254       D               B              
  1255       B               C              
  1256       C               A              
  1260       C               B              
  1261       D               B              
  1262       D               C              
  1263       B               A              
  1265       A               B              
  1267       C               D              
  1268       B               A              
  1269       C               A              
  1270       D               A              
  1272       B               D              
  1273       B               D              
  1274       D               C              
  1276       D               B              
  1278       D               A              
  1279       B               C              
  1281       C               A              
  1283       D               A              
  1284       D               A              
  1285       C               A              
  1286       B               A              
  1287       A               C              
  1288       B               C              
  1289       C               A              
  1290       A               B              
  1291       D               A              
  1292       D               A              
  1293       C               A              
  1295       B               A              
  1296       B               A              
  1297       A               B              
  1299       C               A              
  1300       C               A              
  1302       B               A              
  1303       B               A              
  1305       B               A              
  1306       B               D              
  1307       C               A              
  1308       D               B              
  1309       D               A              
  1310       A               B              
  1311       C               A              
  1312       B               A              
  1313       B               A              
  1314       C               A              
  1315       A               B              
  1316       B               A              
  1318       D               A              
  1319       C               B              
  1320       D               A              
  1322       B               C              
  1324       A               B              
  1326       C               B              
  1328       D               A              
  1329       A               B              
  1330       C               A              
  1331       D               A              
  1332       B               C              
  1333       D               A              
  1334       D               A              
  1335       C               D              
  1336       D               A              
  1337       D               B              
  1338       A               D              
  1340       B               A              
  1341       A               B              
  1342       B               A              
  1343       D               A              
  1345       B               A              
  1346       C               A              
  1347       C               A              
  1349       A               B              
  1350       B               A              
  1352       B               A              
  1353       D               A              
  1354       B               A              
  1355       B               A              
  1356       B               A              
  1358       D               C              
  1359       C               B              
  1361       B               A              
  1362       D               B              
  1363       C               A              
  1365       C               A              
  1366       A               D              
  1368       D               A              
  1369       C               D              
  1370       C               D              
  1372       A               B              
  1373       C               A              
  1374       C               B              
  1375       D               A              
  1376       B               D              
  1377       A               B              
  1378       D               A              
  1379       D               A              
  1380       D               A              
  1381       D               A              
  1382       A               C              
  1383       B               A              
  1386       A               D              
  1387       A               C              
  1388       C               A              
  1389       D               B              
  1390       D               A              
  1391       B               D              
  1393       B               A              
  1394       A               B              
  1395       D               A              
  1396       C               A              
  1397       C               A              
  1398       A               C              
  1400       B               C              
  1401       B               A              
  1402       D               B              
  1405       B               A              
  1406       B               A              
  1407       C               B              
  1408       C               A              
  1409       A               C              
  1410       A               B              
  1411       D               A              
  1412       D               A              
  1413       C               A              
  1414       C               A              
  1415       A               B              
  1417       D               C              
  1419       C               B              
  1421       D               A              
  1422       C               A              
  1424       D               A              
  1425       D               A              
  1426       D               B              
  1427       C               A              
  1428       C               B              
  1430       B               A              
  1432       B               C              
  1433       C               A              
  1434       A               B              
  1435       B               A              
  1436       C               A              
  1437       B               A              
  1439       B               A              
  1440       B               A              
  1441       D               A              
  1443       B               A              
  1446       D               C              
  1447       B               A              
  1448       C               B              
  1450       C               A              
  1451       B               D              
  1453       B               A              
  1454       D               C              
  1455       B               A              
  1457       A               C              
  1459       C               A              
  1461       D               B              
  1462       D               B              
  1463       B               C              
  1464       C               B              
  1465       D               A              
  1467       B               A              
  1468       B               D              
  1470       B               A              
  1471       C               B              
  1473       D               C              
  1475       C               A              
  1477       D               A              
  1478       D               A              
  1479       B               A              
  1480       B               A              
  1481       D               A              
  1484       A               D              
  1486       C               D              
  1487       A               D              
  1488       B               A              
  1489       B               A              
  1490       C               B              
  1491       C               D              
  1492       D               A              
  1493       C               A              
  1494       C               A              
  1495       B               A              
  1496       B               A              
  1498       B               A              
  1499       A               C              
  1500       D               B              
  1501       B               C              
  1502       C               B              
  1503       D               B              
  1504       B               A              
  1505       D               A              
  1506       C               A              
  1507       D               A              
  1508       B               A              
  1510       C               A              
  1513       B               A              
  1515       B               A              
  1516       B               D              
  1517       D               B              
  1518       B               A              
  1521       C               A              
  1523       C               D              
  1524       B               D              
  1527       A               B              
  1528       D               C              
  1529       D               A              
  1530       C               A              
  1532       B               A              
  1533       A               C              
  1535       B               A              
  1536       D               A              
  1537       C               A              
  1538       C               A              
  1539       B               D              
  1540       D               B              
  1541       B               A              
  1542       A               B              
  1543       C               A              
  1544       D               A              
  1545       B               D              
  1546       B               A              
  1548       B               D              
  1549       B               A              
  1550       B               A              
  1551       B               A              
  1552       C               A              
  1553       C               A              
  1554       C               B              
  1557       C               B              
  1558       C               A              
  1559       C               A              
  1560       B               D              
  1561       C               B              
  1562       C               D              
  1563       A               D              
  1564       C               B              
  1565       A               B              
  1567       D               A              
  1569       C               B              
  1570       D               A              
  1571       D               C              
  1572       D               A              
  1573       D               A              
  1575       C               A              
  1579       A               B              
  1580       D               A              
  1581       C               A              
  1582       C               A              
  1584       A               D              
  1585       A               D              
  1589       A               B              
  1590       B               A              
  1591       D               A              
  1592       B               A              
  1593       D               A              
  1594       B               C              
  1595       C               A              
  1598       C               A              
  1599       B               A              
  1600       A               B              
  1601       C               A              
  1602       A               B              
  1603       A               D              
  1604       D               A              
  1606       C               A              
  1607       C               A              
  1608       B               D              
  1609       D               A              
  1610       C               A              
  1611       C               B              
  1612       B               D              
  1613       C               A              
  1614       C               A              
  1615       C               A              
  1616       B               A              
  1618       C               B              
  1619       C               B              
  1620       D               C              
  1621       C               A              
  1622       C               A              
  1623       A               B              
  1624       B               D              
  1625       B               A              
  1628       A               D              
  1629       C               A              
  1631       B               D              
  1633       B               A              
  1636       D               A              
  1637       B               A              
  1638       D               A              
  1639       B               A              
  1640       B               A              
  1641       A               C              
  1642       D               A              
  1645       C               A              
  1646       D               A              
  1649       C               A              
  1651       B               A              
  1652       C               A              
  1653       D               A              
  1654       B               C              
  1655       C               D              
  1657       B               A              
  1660       C               B              
  1661       D               A              
  1662       D               B              
  1663       D               A              
  1664       D               A              
  1666       B               A              
  1668       A               D              
  1669       D               A              
  1670       C               A              
  1671       D               A              
  1673       A               D              
  1674       D               A              
  1675       B               A              
  1677       B               A              
  1679       C               A              
  1682       D               A              
  1684       B               C              
  1686       D               A              
  1689       C               B              
  1690       B               A              
  1691       B               A              
  1692       D               A              
  1694       B               D              
  1696       D               C              
  1697       D               B              
  1698       D               A              
  1699       B               C              
  1701       B               A              
  1702       C               A              
  1703       D               A              
  1704       C               A              
  1705       D               A              
  1706       B               A              
  1707       C               A              
  1708       D               A              
  1709       B               A              
  1711       B               A              
  1713       D               A              
  1714       A               D              
  1715       B               C              
  1716       C               A              
  1717       D               A              
  1720       D               A              
  1721       C               A              
  1722       C               A              
  1723       D               A              
  1725       C               A              
  1726       A               B              
  1728       D               B              
  1730       D               A              
  1731       B               D              
  1733       A               B              
  1734       D               A              
  1735       B               A              
  1736       C               A              
  1737       D               A              
  1739       D               A              
  1741       B               D              
  1742       B               A              
  1744       B               D              
  1745       A               B              
  1746       D               A              
  1748       B               C              
  1749       D               A              
  1750       B               A              
  1752       B               C              
  1753       C               A              
  1755       A               D              
  1759       D               A              
  1760       C               D              
  1761       B               A              
  1763       B               A              
  1764       B               A              
  1766       D               A              
  1768       A               B              
  1770       D               A              
  1771       C               B              
  1772       D               B              
  1773       D               A              
  1774       C               A              
  1776       B               D              
  1777       C               A              
  1779       C               A              
  1780       C               A              
  1781       B               A              
  1782       B               A              
  1783       A               D              
  1785       A               C              
  1786       C               A              
  1788       B               A              
  1790       D               A              
  1791       B               A              
  1792       C               B              
  1793       D               A              
  1794       B               A              
  1795       C               A              
  1796       B               A              
  1798       C               A              
  1799       D               A              
  1800       B               C              
  1801       D               A              
  1802       B               A              
  1803       C               A              
  1804       C               A              
  1805       D               A              
  1806       C               A              
  1807       C               A              
  1808       D               A              
  1809       D               A              
  1810       B               D              
  1811       C               A              
  1812       C               B              
  1813       A               C              
  1814       A               C              
  1815       B               A              
  1817       C               A              
  1818       D               A              
  1819       D               A              
  1820       A               D              
  1821       D               A              
  1822       D               A              
  1823       C               B              
  1824       C               A              
  1825       D               A              
  1827       D               A              
  1829       D               A              
  1830       C               D              
  1831       B               A              
  1832       B               A              
  1833       D               A              
  1834       B               A              
  1835       C               B              
  1836       A               B              
  1837       B               D              
  1838       D               A              
  1839       C               B              
  1840       B               C              
  1841       A               B              
  1842       A               B              
  1844       B               A              
  1845       B               A              
  1846       D               B              
  1847       D               A              
  1848       C               D              
  1850       C               B              
  1852       D               A              
  1853       C               B              
  1854       B               A              
  1855       B               A              
  1857       C               A              
  1858       D               B              
  1859       D               A              
  1862       D               A              
  1863       B               A              
  1864       B               A              
  1865       C               B              
  1866       B               D              
  1867       C               B              
  1868       C               D              
  1869       C               A              
  1870       B               A              
  1872       B               A              
  1873       A               D              
  1874       D               B              
  1875       C               B              
  1876       C               A              
  1877       B               A              
  1879       C               D              
  1880       B               A              
  1881       B               A              
  1882       C               A              
  1883       D               A              
  1885       C               A              
  1886       B               C              
  1888       A               D              
  1889       B               C              
  1890       B               A              
  1892       C               B              
  1893       B               A              
  1894       B               C              
  1896       C               A              
  1897       D               A              
  1898       D               C              
  1899       B               A              
  1900       B               A              
  1901       D               C              
  1902       C               A              
  1903       B               A              
  1906       B               D              
  1907       D               A              
  1908       D               B              
  1909       D               A              
  1910       D               A              
  1911       A               C              
  1912       C               B              
  1913       C               A              
  1914       B               D              
  1915       C               B              
  1916       B               A              
  1917       C               A              
  1919       C               A              
  1920       B               A              
  1921       B               C              
  1922       B               A              
  1924       A               D              
  1926       B               A              
  1928       C               A              
  1929       B               A              
  1932       B               D              
  1934       A               D              
  1935       B               A              
  1936       A               B              
  1937       C               A              
  1938       C               A              
  1939       D               B              
  1941       D               A              
  1942       A               C              
  1943       C               A              
  1945       A               D              
  1946       C               A              
  1947       C               A              
  1949       C               A              
  1951       D               A              
  1952       A               C              
  1953       B               D              
  1955       B               A              
  1956       A               D              
  1958       C               A              
  1959       D               A              
  1960       B               A              
  1961       C               B              
  1962       A               B              
  1964       B               A              
  1965       B               D              
  1966       B               A              
  1968       A               B              
  1969       A               D              
  1970       D               A              
  1971       B               A              
  1972       B               C              
  1973       B               A              
  1975       C               A              
  1977       B               A              
  1979       C               A              
  1980       B               A              
  1982       D               A              
  1983       C               A              
  1984       B               D              
  1986       D               A              
  1987       B               D              
  1988       D               A              
  1990       B               A              
  1991       D               A              
  1992       B               A              
  1993       C               A              
  1994       C               B              
  1995       B               A              
  1996       A               B              
  1998       B               A              
  1999       A               D              
  2000       C               A              

--------------------------------------------------

Dataset: CWE
  Total questions: 2000
  Correct answers: 544
  Incorrect answers: 1456
  Accuracy: 27.20%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  3          C               B              
  4          A               D              
  5          C               A              
  7          C               A              
  9          D               C              
  11         B               D              
  12         B               A              
  13         B               A              
  14         D               A              
  15         D               A              
  16         B               A              
  18         D               A              
  19         C               A              
  20         D               A              
  22         C               D              
  24         C               A              
  25         B               A              
  27         C               B              
  31         C               A              
  32         C               A              
  33         B               A              
  34         B               A              
  35         D               A              
  36         C               A              
  37         C               A              
  38         C               A              
  39         C               B              
  41         B               A              
  45         C               A              
  46         A               B              
  48         C               A              
  49         A               C              
  50         B               A              
  51         D               B              
  52         A               D              
  53         A               D              
  55         C               B              
  56         D               A              
  58         C               A              
  60         B               C              
  63         A               D              
  64         A               B              
  66         D               A              
  69         C               A              
  71         B               A              
  72         A               D              
  73         D               A              
  74         D               C              
  76         C               B              
  77         B               A              
  78         D               A              
  79         B               A              
  80         B               A              
  81         D               C              
  82         C               A              
  83         A               B              
  84         D               A              
  85         A               C              
  87         A               B              
  88         B               A              
  91         B               A              
  92         D               A              
  93         C               A              
  94         C               A              
  95         D               C              
  96         A               B              
  98         B               A              
  99         D               A              
  100        C               A              
  101        D               A              
  102        D               A              
  103        B               A              
  104        D               A              
  105        D               B              
  106        C               A              
  108        B               A              
  109        D               A              
  110        B               A              
  111        A               B              
  112        C               A              
  113        B               C              
  114        D               A              
  115        B               D              
  116        D               A              
  118        C               A              
  119        C               B              
  120        D               B              
  121        D               A              
  122        C               B              
  123        C               A              
  124        D               B              
  125        D               A              
  126        A               B              
  127        B               A              
  128        D               A              
  129        C               A              
  130        D               A              
  131        D               A              
  132        D               C              
  133        D               A              
  134        B               C              
  135        C               A              
  136        B               C              
  138        A               C              
  140        B               A              
  142        D               A              
  143        D               A              
  144        D               A              
  145        C               D              
  146        B               A              
  147        C               B              
  148        D               C              
  149        D               A              
  150        C               A              
  151        B               C              
  152        C               A              
